domain,edge,x,y,n_genomes
Bacteria,33413,-0.331671861361551,-0.5287950334023412,22
Bacteria,33413,-0.3308816231109756,-0.5292898661957032,22
Bacteria,33413,-0.33009064660359577,-0.5297835180475503,22
Bacteria,33413,-0.3292989336042234,-0.530275987856456,22
Bacteria,33413,-0.32850648587931347,-0.5307672745236309,22
Bacteria,33413,-0.32771330519696024,-0.5312573769529257,22
Bacteria,33413,-0.32691939332689357,-0.531746294050833,22
Bacteria,33413,-0.4937150021671454,-0.803045423668605,22
Bacteria,33460,0.05026967748052901,-0.008331491055820463,17446
Bacteria,33460,0.05015100987162487,-0.00901833832065566,17446
Bacteria,33460,0.0500229581476528,-0.009703498099541137,17446
Bacteria,33460,0.04988554626928906,-0.010386842187317688,17446
Bacteria,33460,0.049738799948655536,-0.011068242718573087,17446
Bacteria,33460,0.049582746644508534,-0.011747572191567907,17446
Bacteria,33460,0.04941741555710079,-0.012424703492093285,17446
Bacteria,33460,0.055594592501738385,-0.013977791428604945,17446
Bacteria,59781,0.05026967748052901,-0.008331491055820463,0
Bacteria,59781,0.05037893876961799,-0.007643084825952347,0
Bacteria,59781,0.050478773294228556,-0.0069532484436772455,0
Bacteria,59781,0.05056916237360693,-0.006262110989227112,0
Bacteria,59781,0.05065008909440433,-0.0055698017862869835,0
Bacteria,59781,0.050721538313841734,-0.004876450377796019,0
Bacteria,59781,0.05078349666254337,-0.004182186501707983,0
Bacteria,59781,0.9712343736711422,-0.0799843168451652,0
Bacteria,59791,0.8149586725862404,-0.02312231783659779,107
Bacteria,59791,0.8149452934800465,-0.023589155143507907,107
Bacteria,59791,0.8149316469528648,-0.02405598470973331,107
Bacteria,59791,0.8149177330091734,-0.024522806382085042,107
Bacteria,59791,0.814903551653538,-0.024989620007376746,107
Bacteria,59791,0.8148891028906123,-0.02545642543242615,107
Bacteria,59791,0.8148743867251375,-0.02592322250405368,107
Bacteria,59791,0.8212405928714276,-0.0261257476798666,107
Bacteria,60492,0.8149586725862404,-0.02312231783659779,0
Bacteria,60492,0.8149717842670562,-0.022655472942192997,0
Bacteria,60492,0.8149846285181913,-0.022188620613486053,0
Bacteria,60492,0.8149972053354311,-0.02172176100367339,0
Bacteria,60492,0.8150095147146483,-0.02125489426595381,0
Bacteria,60492,0.815021556651804,-0.02078802055352701,0
Bacteria,60492,0.8150333311429463,-0.020321140019594983,0
Bacteria,60492,0.9487497370335859,-0.023655077054059784,0
Bacteria,10,-0.41391344933831914,0.009066663655047512,5075
