domain,node,x,y,n_genomes
Bacteria,52547,0.27870449222139815,-0.9603769083102803,0
Bacteria,52547,0.27900201472491,-0.9602905163435913,0
Bacteria,52547,0.2792995104489115,-0.9602040322051342,0
Bacteria,56474,0.7347274991399876,-0.5906030459178933,0
Bacteria,56474,0.7775498239791095,-0.6288213349036876,0
Bacteria,56474,0.7788631316874917,-0.627193927025727,0
Bacteria,56474,0.7801730332455047,-0.6255637762822498,0
Bacteria,58752,0.9074846688086792,-0.298810159825532,75
Bacteria,58752,0.9491267826509583,-0.3148941892995815,75
Bacteria,58752,0.9495891546187197,-0.3134971091262328,75
Bacteria,58752,0.9500494701364119,-0.3120993500370081,75
Bacteria,33739,-0.3711079145297868,0.7686004177003987,4
Bacteria,33739,-0.3943757536713249,0.9189492722213639,4
Bacteria,33739,-0.3990539452547794,0.9169274501161995,4
Bacteria,33739,-0.40372177211389515,0.914881812433287,4
Bacteria,33739,-0.4083791130100798,0.9128124123044671,4
Bacteria,33739,-0.41302584697709555,0.9107193034787683,4
Bacteria,33739,-0.41766185332420047,0.9086025403210108,4
Bacteria,33739,-0.4222870116392836,0.9064621778103946,4
Bacteria,33739,-0.42690120179199315,0.9042982715390713,4
Bacteria,33739,-0.4315043039368556,0.9021108777107001,4
Bacteria,33739,-0.4360961985163896,0.8999000531389881,4
Bacteria,33739,-0.4406767662642091,0.8976658552462156,4
Bacteria,37059,-0.7740444274338611,0.45543318409671163,0
Bacteria,37059,-0.854478889012994,0.5194861193825294,0
Bacteria,37059,-0.8572562304982964,0.514890041923372,0
Bacteria,37059,-0.8600088508109861,0.5102791162949617,0
Bacteria,37059,-0.8627366705722264,0.5056534754651151,0
Bacteria,38590,-0.8522045995457672,0.2625098560692259,2
Bacteria,38590,-0.9526582891062615,0.30404306306365664,2
Bacteria,38590,-0.9543621306088337,0.29865184355661945,2
Bacteria,38590,-0.9560354627539459,0.2932510766507916,2
Bacteria,39696,-0.9842588392415158,0.13614791026271061,2
Bacteria,39696,-0.990546953598176,0.13717409637891875,2
Bacteria,39696,-0.9905681907751154,0.13702065327721474,2
Bacteria,39696,-0.9905894041825754,0.13686720688758963,2
Bacteria,45599,-0.6848453243115252,-0.6752882838067856,0
Bacteria,45599,-0.7132683436740883,-0.7008910542391182,0
Bacteria,45599,-0.7123992195530351,-0.7017744309820831,0
Bacteria,45599,-0.7115290013782676,-0.7026567299881539,0
Bacteria,46052,-0.6358419000576646,-0.7216179478152764,1
Bacteria,46052,-0.6622540841005676,-0.7492793391600481,1
Bacteria,46052,-0.6614993084313645,-0.7499457746696266,1
Bacteria,46052,-0.6607438621192131,-0.7506114498672307,1
Bacteria,50771,0.017216671445200324,-0.8660709295421068,234
Bacteria,50771,0.007177239894854824,-0.9999742432820415,234
Bacteria,50771,0.01306334989035149,-0.9999146708042853,234
Bacteria,50771,0.01894900724286863,-0.9998204514434128,234
Bacteria,50771,0.024834008015320312,-0.9996915884641098,234
Bacteria,52895,0.28849477615279007,-0.8167900788489859,180
Bacteria,52895,0.33004580733989614,-0.9439649172810164,180
Bacteria,52895,0.33165380934308564,-0.9434011610911979,180
Bacteria,52895,0.333260848392265,-0.9428346657441419,180
Bacteria,56466,0.7524657564926903,-0.6091922994576977,10
Bacteria,56466,0.776672396036729,-0.6299047461597399,10
Bacteria,56466,0.7771112988129361,-0.62936319344022,10
Bacteria,56466,0.7775498239791095,-0.6288213349036876,10
Bacteria,56694,0.7573157878927929,-0.5824849638798211,17
Bacteria,56694,0.7919498266087108,-0.6105861709328445,17
Bacteria,56694,0.7923752591581982,-0.6100339733768754,17
Bacteria,56694,0.7928003066806649,-0.6094814793962517,17
Bacteria,35719,-0.7153150408807563,0.671172822866438,0
Bacteria,35719,-0.7289714551567641,0.6845440946839216,0
Bacteria,35719,-0.7291834998538398,0.6843182180396086,0
Bacteria,35719,-0.7293954745615411,0.6840922757122349,0
Bacteria,37041,-0.8160367340588855,0.4968903142588572,0
Bacteria,37041,-0.8529462335397704,0.5219987765218608,0
Bacteria,37041,-0.8537134856862433,0.5207430118181563,0
Bacteria,37041,-0.854478889012994,0.5194861193825294,0
Bacteria,38585,-0.9343274980610529,0.29863136511711924,0
Bacteria,38585,-0.9523752894887249,0.3049283653110474,0
Bacteria,38585,-0.9525168921513267,0.30448574706606174,0
Bacteria,38585,-0.9526582891062615,0.30404306306365664,0
Bacteria,39136,-0.9130127803094344,0.20754779611978355,823
Bacteria,39136,-0.9744877629558371,0.22444063769586914,823
Bacteria,39136,-0.9749894280613752,0.2222512433453463,823
Bacteria,39136,-0.9754861742326374,0.22006072771163115,823
Bacteria,39463,-0.8451140374181351,0.11937315474885439,60
Bacteria,39463,-0.9848982787456826,0.1731339958638734,60
Bacteria,39463,-0.9857816061239484,0.16803161913071205,60
Bacteria,39463,-0.9866385002459741,0.1629247367110804,60
Bacteria,39463,-0.9874689381345589,0.1578134855435576,60
Bacteria,39463,-0.9882728975219132,0.15269800268386682,60
Bacteria,39463,-0.9890503568502551,0.14757842530120382,60
Bacteria,39463,-0.9898012952723898,0.14245489067455525,60
Bacteria,39463,-0.9905256926522669,0.13732753618902105,60
Bacteria,45790,-0.5902977328433593,-0.6598437489415876,2
Bacteria,45790,-0.6766374937683701,-0.7363163056912829,2
Bacteria,45790,-0.6730652154444497,-0.7395831364753501,2
Bacteria,45790,-0.6694771649438624,-0.7428326363446401,2
Bacteria,45790,-0.6658734263466721,-0.7460647291524664,2
Bacteria,45790,-0.6622540841005676,-0.7492793391600481,2
Bacteria,48889,-0.26270963243731366,-0.9053287275153954,24
Bacteria,48889,-0.28068746890401886,-0.9597992210875436,24
Bacteria,48889,-0.2794234590901159,-0.9601679699459436,24
Bacteria,48889,-0.27815896484073055,-0.9605350541644658,24
Bacteria,50239,-0.07035418571995053,-0.9528201426761721,7
Bacteria,50239,-0.07531609590274002,-0.997159709223136,7
Bacteria,50239,-0.07423479116204648,-0.9972407912741673,7
Bacteria,50239,-0.073153399136512115,-0.9973207007752192,7
Bacteria,50763,0.006465953036659383,-0.9681312740863202,3
Bacteria,50763,0.005783117187121976,-0.9999832776379813,3
Bacteria,50763,0.006480180115396744,-0.9999790034124076,3
Bacteria,50763,0.007177239894854824,-0.9999742432820415,3
Bacteria,52216,0.22492443186445404,-0.9547552386948152,0
Bacteria,52216,0.22881601837005824,-0.9734696860905702,0
Bacteria,52216,0.22926838191277035,-0.9733632462010778,0
Bacteria,52216,0.22972069594217176,-0.9732565961018935,0
Bacteria,52480,0.2521841502445502,-0.8752204558630087,23
Bacteria,52480,0.2685729973422199,-0.9632593342909354,23
Bacteria,52480,0.2736425400785626,-0.9618314614626371,23
Bacteria,52480,0.27870449222139815,-0.9603769083102803,23
Bacteria,56435,0.7261748867224702,-0.5910486093174997,0
Bacteria,56435,0.773540438245355,-0.6337469450807507,0
Bacteria,56435,0.7751087978576686,-0.6318277862547989,0
Bacteria,56435,0.776672396036729,-0.6299047461597399,0
Bacteria,58341,0.8728508495211758,-0.356044730799594,58
Bacteria,58341,0.9245351892070597,-0.38109668578704053,58
Bacteria,58341,0.9254768938854052,-0.3788040639753254,58
Bacteria,58341,0.9264129134309409,-0.3765091151996138,58
Bacteria,58645,0.876303436959805,-0.3112455928873745,42
Bacteria,58645,0.9415022002438054,-0.3370068351474097,42
Bacteria,58645,0.942023113524177,-0.33554798998983065,42
Bacteria,58645,0.9425417663448774,-0.3340883396580588,42
Bacteria,58736,0.8805868819181419,-0.2989118199621159,38
Bacteria,58736,0.946209225979859,-0.3235554058744747,38
Bacteria,58736,0.9466094641568897,-0.32238257144052634,38
Bacteria,58736,0.9470082485962245,-0.321209241913603,38
Bacteria,58772,0.8095105688950001,-0.27048165402327795,58
Bacteria,58772,0.9470082485962245,-0.321209241913603,58
Bacteria,58772,0.9480234939591893,-0.3182003376827419,58
Bacteria,58772,0.9490291792372647,-0.31518822464718405,58
Bacteria,35710,-0.7008464928840754,0.6586665149301001,14
Bacteria,35710,-0.7279101825433494,0.685672491900986,14
Bacteria,35710,-0.7284410373441429,0.6851084987890523,14
Bacteria,35710,-0.7289714551567641,0.6845440946839216,14
Bacteria,36923,-0.7114210116142178,0.43599885415018813,0
Bacteria,36923,-0.843179449884163,0.5376322305191907,0
Bacteria,36923,-0.8464670445719273,0.532441116419146,0
Bacteria,36923,-0.8497226800969945,0.5272298995018974,0
Bacteria,36923,-0.8529462335397704,0.5219987765218608,0
Bacteria,38583,-0.9401848107611966,0.30122598326860717,0
Bacteria,38583,-0.9522334811490367,0.30537091770302405,0
Bacteria,38583,-0.9523044110266036,0.3051496497446355,0
Bacteria,38583,-0.9523752894887249,0.3049283653110474,0
Bacteria,43586,-0.6328263614878108,-0.6191736288177957,8
Bacteria,43586,-0.7263859797597721,-0.6872869912987121,8
Bacteria,43586,-0.7220420297810456,-0.6918491939936533,8
Bacteria,43586,-0.7176694265789463,-0.6963839416254847,8
Bacteria,43586,-0.7132683436740883,-0.7008910542391182,8
Bacteria,45915,-0.5794379800137168,-0.6266732111982276,140
Bacteria,45915,-0.6923337148764444,-0.7215774575507347,140
Bacteria,45915,-0.6885237282532002,-0.7252138137351724,140
Bacteria,45915,-0.6846946426121681,-0.7288300531524448,140
Bacteria,45915,-0.6808465641686773,-0.7324260754913817,140
Bacteria,45915,-0.6769795996649,-0.7360017810016166,140
Bacteria,46050,-0.6681586536719285,-0.72680711671359,0
Bacteria,46050,-0.6769795996649,-0.7360017810016166,0
Bacteria,46050,-0.6768085649872707,-0.7361590632192687,0
Bacteria,46050,-0.6766374937683701,-0.7363163056912829,0
Bacteria,48013,-0.34587350951649604,-0.8011381180599312,174
Bacteria,48013,-0.40823299452191714,-0.9128777695746941,174
Bacteria,48013,-0.4017887505858213,-0.9157323844348221,174
Bacteria,48013,-0.3953245469474093,-0.9185415083603057,174
Bacteria,48628,-0.2921502913115844,-0.8761415337929492,38
Bacteria,48628,-0.3193993930740603,-0.9476201916928121,38
Bacteria,48628,-0.31763734003144184,-0.9482122759265196,38
Bacteria,48628,-0.3158741894264542,-0.9488010837125875,38
Bacteria,48856,-0.2658694650481313,-0.9044058178688448,163
Bacteria,48856,-0.2857386199893043,-0.9583075920844037,163
Bacteria,48856,-0.28321402646058635,-0.9590567320111894,163
Bacteria,48856,-0.28068746890401886,-0.9597992210875436,163
Bacteria,50216,-0.0712497748422093,-0.9335908602099088,0
Bacteria,50216,-0.0790227463249939,-0.9968728131327765,0
Bacteria,50216,-0.0771695544395003,-0.9970179837232671,0
Bacteria,50216,-0.07531609590274002,-0.997159709223136,0
Bacteria,52204,0.22081253869494227,-0.9426355579797362,0
Bacteria,52204,0.22685520658129268,-0.9739284959620799,0
Bacteria,52204,0.22783572796818,-0.973699584605647,0
Bacteria,52204,0.22881601837005824,-0.9734696860905702,0
Bacteria,52442,0.24021907344028265,-0.8653663718757364,1
Bacteria,52442,0.26274876821139426,-0.9648642831006831,1
Bacteria,52442,0.26566209478004704,-0.9640662069573216,1
Bacteria,52442,0.2685729973422199,-0.9632593342909354,1
Bacteria,56322,0.684182640076645,-0.561906844089882,273
Bacteria,56322,0.7622289069851388,-0.6473075724539615,273
Bacteria,56322,0.7660260036331853,-0.6428095843698748,273
Bacteria,56322,0.769796557602954,-0.6382893230366947,273
Bacteria,56322,0.773540438245355,-0.6337469450807507,273
Bacteria,58606,0.8630910184857543,-0.31036278801612355,336
Bacteria,58606,0.939395967606362,-0.34283409405265797,336
Bacteria,58606,0.9404535973093604,-0.3399220959394716,336
Bacteria,58606,0.9415022002438054,-0.3370068351474097,336
Bacteria,58729,0.9159811168997727,-0.313526021082332,10
Bacteria,58729,0.9458075346797903,-0.32472774341429045,10
Bacteria,58729,0.9460085619317011,-0.3241416368686916,10
Bacteria,58729,0.946209225979859,-0.3235554058744747,10
Bacteria,35692,-0.7038697366454736,0.6647460915622638,0
Bacteria,35692,-0.7258889545864715,0.6878119115058705,0
Bacteria,35692,-0.7269003556601925,0.6867429453158478,0
Bacteria,35692,-0.7279101825433494,0.685672491900986,0
Bacteria,36918,-0.8215500351125189,0.5241652786556761,0
Bacteria,36918,-0.842679391699984,0.5384156784531308,0
Bacteria,36918,-0.8429295118125398,0.5380240125825921,0
Bacteria,36918,-0.843179449884163,0.5376322305191907,0
Bacteria,45595,-0.8005182300683049,-0.5668501823172057,2
Bacteria,45595,-0.8163700270162021,-0.5775292018500583,2
Bacteria,45595,-0.8161463092643116,-0.5778453096411206,2
Bacteria,45595,-0.8159224691118836,-0.5781613307705448,2
Bacteria,43584,-0.7172640273501555,-0.678392870283615,0
Bacteria,43584,-0.7267052955114641,-0.6869493529188273,0
Bacteria,43584,-0.7265456572489203,-0.6871181906577167,0
Bacteria,43584,-0.7263859797597721,-0.6872869912987121,0
Bacteria,48105,-0.3114566196565049,-0.7946461227414491,701
Bacteria,48105,-0.3953245469474093,-0.9185415083603057,701
Bacteria,48105,-0.3905922293294225,-0.9205638002808234,701
Bacteria,48105,-0.3858495670736288,-0.922561711534298,701
Bacteria,48105,-0.38109668578703965,-0.9245351892070601,701
Bacteria,48105,-0.3763337113473149,-0.9264841810325505,701
Bacteria,48105,-0.3715607698994265,-0.9284086353927055,701
Bacteria,48105,-0.3667779878523149,-0.9303085013193242,701
Bacteria,48105,-0.36198549187554663,-0.9321837284954176,701
Bacteria,48105,-0.35718340889595646,-0.9340342672565413,701
Bacteria,48105,-0.3523718660942837,-0.9358600685921118,701
Bacteria,48403,-0.2812569424351924,-0.8193105645026115,592
Bacteria,48403,-0.3523718660942837,-0.9358600685921118,592
Bacteria,48403,-0.3476870142064421,-0.9376106548841099,592
Bacteria,48403,-0.3429934658355504,-0.9393377892931366,592
Bacteria,48403,-0.3382913383784689,-0.9410414286194334,592
Bacteria,48403,-0.3335807494466423,-0.9427215302509094,592
Bacteria,48403,-0.3288618168631544,-0.9443780521642088,592
Bacteria,48403,-0.32413465865978625,-0.9460109529257597,592
Bacteria,48403,-0.3193993930740603,-0.9476201916928121,592
Bacteria,48850,-0.278829338016177,-0.9337815053871136,4
Bacteria,48850,-0.28677758355044825,-0.9579971907959677,4
Bacteria,48850,-0.2862581438424644,-0.9581525322639747,4
Bacteria,48850,-0.2857386199893043,-0.9583075920844037,4
Bacteria,52108,0.1985551134292114,-0.8627983851099931,3
Bacteria,52108,0.21219603380127686,-0.9772271195781498,3
Bacteria,52108,0.2170879115052216,-0.9761520571500636,3
Bacteria,52108,0.22197434329260482,-0.9750525067501836,3
Bacteria,52108,0.22685520658129268,-0.9739284959620799,3
Bacteria,52224,0.2103649517818009,-0.8271724568538991,0
Bacteria,52224,0.22972069594217176,-0.9732565961018935,0
Bacteria,52224,0.23574677070413724,-0.9718145193927548,0
Bacteria,52224,0.24176379440207915,-0.9703351316510751,0
Bacteria,52224,0.247771536023432,-0.9688184896752277,0
Bacteria,55923,0.6451056400977951,-0.5685240725436329,392
Bacteria,55923,0.7206831357584267,-0.6932646088135476,392
Bacteria,55923,0.723979266301056,-0.6898217320193563,392
Bacteria,55923,0.7272589495716376,-0.6863631839397843,392
Bacteria,55923,0.7305221110627285,-0.6828890431457036,392
Bacteria,55923,0.7337686766422273,-0.6793993885622172,392
Bacteria,55923,0.7369985725550566,-0.6758942994668685,392
Bacteria,55923,0.7402117254248365,-0.6723738554878427,392
Bacteria,55923,0.7434080622555556,-0.6688381366021529,392
Bacteria,55923,0.746587510433226,-0.6652872231338263,392
Bacteria,55923,0.7497499977275354,-0.6617211957520786,392
Bacteria,55923,0.7528954522934846,-0.6581401354694829,392
Bacteria,55923,0.7560238026730237,-0.6545441236401263,392
Bacteria,55923,0.7591349777966736,-0.6509332419577633,392
Bacteria,55923,0.7622289069851388,-0.6473075724539615,392
Bacteria,58601,0.92130238902837025,-0.33667562108854654,14
Bacteria,58601,0.9390769199909732,-0.3437070530848434,14
Bacteria,58601,0.9392365452184744,-0.3432706106354935,14
Bacteria,58601,0.939395967606362,-0.34283409405265797,14
Bacteria,58667,0.8551806133263684,-0.2944681228933673,71
Bacteria,58667,0.9444411065845866,-0.3286806903261608,71
Bacteria,58667,0.9451263872613959,-0.3267049312487064,71
Bacteria,58667,0.9458075346797903,-0.32472774341429045,71
Bacteria,35606,-0.6580457881427916,0.6297487059956144,211
Bacteria,35606,-0.7165538106413203,0.6975318175218984,211
Bacteria,35606,-0.7212377568338613,0.6926875905610408,211
Bacteria,35606,-0.7258889545864715,0.6878119115058705,211
Bacteria,36871,-0.7722548959770911,0.49484698848768427,0
Bacteria,36871,-0.8386527565298585,0.5446664612080222,0
Bacteria,36871,-0.8406718838161868,0.5415448123294541,0
Bacteria,36871,-0.842679391699984,0.5384156784531308,0
Bacteria,38053,-0.8093344355023117,0.30879287602491046,5
Bacteria,38053,-0.9238647118488293,0.3827192106498961,5
Bacteria,38053,-0.9259358641452733,0.37768078517386355,5
Bacteria,38053,-0.9279795389216924,0.37263115186828266,5
Bacteria,38053,-0.9299956755312139,0.36757046058305776,5
Bacteria,38053,-0.9319842141441708,0.36249886149624316,5
Bacteria,38053,-0.9339450957498783,0.35741650510958584,5
Bacteria,38053,-0.9358782621583847,0.3523235422440599,5
Bacteria,38264,-0.802409956956137,0.27161344748760846,0
Bacteria,38264,-0.9358782621583847,0.3523235422440599,0
Bacteria,38264,-0.9376850097734276,0.3474864349096335,0
Bacteria,38264,-0.9394667568829604,0.34264006291123134,0
Bacteria,38264,-0.9412234559821409,0.3377845554625537,0
Bacteria,38264,-0.9429550602339553,0.33292004202086983,0
Bacteria,38264,-0.9446615234704678,0.3280466522835658,0
Bacteria,38264,-0.9463428001940505,0.3231645161846881,0
Bacteria,38264,-0.9479988455785968,0.3182737638914772,0
Bacteria,38264,-0.9496296154707171,0.3133745258008983,0
Bacteria,38264,-0.9512350663909154,0.30846693253616464,0
Bacteria,38563,-0.8672223587816138,0.27844761163434745,1
Bacteria,38563,-0.9512350663909154,0.30846693253616464,1
Bacteria,38563,-0.9517355326956253,0.3069193311027744,1
Bacteria,38563,-0.9522334811490367,0.30537091770302405,1
Bacteria,45135,-0.7755469111659237,-0.47763446334682924,104
Bacteria,45135,-0.8555767492471967,-0.5176759856779136,104
Bacteria,45135,-0.8527979546538443,-0.5222409870339741,104
Bacteria,45135,-0.8499948033520294,-0.5267910726982235,104
Bacteria,45313,-0.775112748622141,-0.5021712923634074,54
Bacteria,45313,-0.840895514554252,-0.5411974996270212,54
Bacteria,45313,-0.8399300826068096,-0.5426946253024052,54
Bacteria,45313,-0.8389619851881743,-0.5441900287667145,54
Bacteria,45569,-0.7651458898748267,-0.5396482112359888,47
Bacteria,45569,-0.8187783702648278,-0.5741097285244978,47
Bacteria,45569,-0.8175759863658767,-0.5758207242865298,47
Bacteria,45569,-0.8163700270162021,-0.5775292018500583,47
Bacteria,43369,-0.6004404120653499,-0.5608832121132159,0
Bacteria,43369,-0.749279339160048,-0.6622540841005677,0
Bacteria,43369,-0.7461052500611856,-0.6658280227139256,0
Bacteria,43369,-0.7429141140399831,-0.6693867485693058,0
Bacteria,43369,-0.7397060040071297,-0.6729301803573713,0
Bacteria,43369,-0.7364809932611349,-0.6764582371182216,0
Bacteria,43369,-0.7332391554866529,-0.6799708382432441,0
Bacteria,43369,-0.7299805647528006,-0.6834679034769535,0
Bacteria,43369,-0.7267052955114641,-0.6869493529188273,0
Bacteria,47722,-0.4308067700107304,-0.8599028499725965,0
Bacteria,47722,-0.44923150424013286,-0.8934153880464268,0
Bacteria,47722,-0.4484009390368049,-0.8938325334596585,0
Bacteria,47722,-0.4475699864828394,-0.894248906736682,0
Bacteria,47734,-0.3648665276689245,-0.7715828557599611,124
Bacteria,47734,-0.4475699864828394,-0.894248906736682,124
Bacteria,47734,-0.44229833816416475,-0.896867983628147,124
Bacteria,47734,-0.4370113642789469,-0.8994559841876941,124
Bacteria,47734,-0.43170924801998467,-0.9020128187415184,124
Bacteria,47734,-0.4263921731047552,-0.904538398695713,124
Bacteria,47885,-0.3719045383737906,-0.8174663143854068,240
Bacteria,47885,-0.4263921731047552,-0.904538398695713,240
Bacteria,47885,-0.4218680581168934,-0.9066572348692098,240
Bacteria,47885,-0.4173334145328253,-0.9087534435227044,240
Bacteria,47885,-0.41278835552402804,-0.9108269723409429,240
Bacteria,47885,-0.40823299452191714,-0.9128777695746941,240
Bacteria,48849,-0.28509842540994385,-0.9518511458850748,0
Bacteria,48849,-0.28707436840249545,-0.9579082978063758,0
Bacteria,48849,-0.28692597941898107,-0.9579527557945947,0
Bacteria,48849,-0.28677758355044825,-0.9579971907959677,0
Bacteria,49768,-0.12790356127513536,-0.8953692175983853,0
Bacteria,49768,-0.1482641852337482,-0.9889477900157181,0
Bacteria,49768,-0.14435659840203854,-0.9895257310943423,0
Bacteria,49768,-0.14044675913812837,-0.9900882323548728,0
Bacteria,50152,-0.07331347269684367,-0.9142627090158753,30
Bacteria,50152,-0.08905595997510504,-0.9960266241385882,30
Bacteria,50152,-0.08404041817383036,-0.9964623465606554,30
Bacteria,50152,-0.0790227463249939,-0.9968728131327765,30
Bacteria,50760,0.005097726213260147,-0.987247985345962,0
Bacteria,50760,0.004853695636690381,-0.9999882207499579,0
Bacteria,50760,0.0051635033256893104,-0.9999866690278454,0
Bacteria,50760,0.005473310519077717,-0.9999850213238005,0
Bacteria,52082,0.19771232084426632,-0.9151930194603305,34
Bacteria,52082,0.20810698005137931,-0.9781060703491696,34
Bacteria,52082,0.21015196644814155,-0.9776687327505055,34
Bacteria,52082,0.21219603380127686,-0.9772271195781498,34
Bacteria,52418,0.24500253645796524,-0.9036825669513086,0
Bacteria,52418,0.2590102307274392,-0.9658745779750696,0
Bacteria,52418,0.2608799885337058,-0.9653712402918648,0
Bacteria,52418,0.26274876821139426,-0.9648642831006831,0
Bacteria,55888,0.6736456647353751,-0.6502845093232481,47
Bacteria,55888,0.7168058844996757,-0.6972727758536379,47
Bacteria,55888,0.7187473041280956,-0.6952713950743227,47
Bacteria,55888,0.7206831357584267,-0.6932646088135476,47
Bacteria,57821,0.8405533359884905,-0.4267394347826475,39
Bacteria,57821,0.8906616713443725,-0.4546666770262024,39
Bacteria,57821,0.8912244312911857,-0.45356257900063,39
Bacteria,57821,0.8917858225568265,-0.45245778442485035,39
Bacteria,58598,0.9210609449673445,-0.33733559183786604,4
Bacteria,58598,0.9388637708856055,-0.3442888608689822,4
Bacteria,58598,0.9389703905009862,-0.3439979734859284,4
Bacteria,58598,0.9390769199909732,-0.3437070530848434,4
Bacteria,58725,0.9203075650196281,-0.32051159933644635,9
Bacteria,58725,0.9441862506203943,-0.3294120886358027,9
Bacteria,58725,0.9443137494136361,-0.32904641415514707,9
Bacteria,58725,0.9444411065845866,-0.3286806903261608,9
Bacteria,35601,-0.6935799608478826,0.6754752477499997,17
Bacteria,35601,-0.7159051909419766,0.6981975061415875,17
Bacteria,35601,-0.7162295781309151,0.6978647371879534,17
Bacteria,35601,-0.7165538106413203,0.6975318175218984,17
Bacteria,36867,-0.8224826847753979,0.5344818042827972,0
Bacteria,36867,-0.8382306450830401,0.5453158586027647,0
Bacteria,36867,-0.8384417636785845,0.5449912007725857,0
Bacteria,36867,-0.8386527565298585,0.5446664612080222,0
Bacteria,38042,-0.8824718127266639,0.3661412780344139,10
Bacteria,38042,-0.9231516910484896,0.3844358923335775,10
Bacteria,38042,-0.9235086003345818,0.38357771716832245,10
Bacteria,38042,-0.9238647118488293,0.3827192106498961,10
Bacteria,39168,-0.8332587660212329,0.18479046286171563,271
Bacteria,39168,-0.9754861742326374,0.22006072771163115,271
Bacteria,39168,-0.9759104537559531,0.2181714606676357,271
Bacteria,39168,-0.9763310742561647,0.21628137562398494,271
Bacteria,45085,-0.791319417718889,-0.4762240639568138,116
Bacteria,45085,-0.8596397485863153,-0.5109006778723791,116
Bacteria,45085,-0.8576149397072264,-0.514292344091345,116
Bacteria,45085,-0.8555767492471967,-0.5176759856779136,116
Bacteria,45305,-0.7981663474397508,-0.5134355928511569,17
Bacteria,45305,-0.8416492087293257,-0.5400246378132204,17
Bacteria,45305,-0.8412725660352661,-0.5406112000656653,17
Bacteria,45305,-0.840895514554252,-0.5411974996270212,17
Bacteria,45338,-0.7033057153007853,-0.48355843198224296,422
Bacteria,45338,-0.8389619851881743,-0.5441900287667145,422
Bacteria,45338,-0.835956729321751,-0.5487953595846822,422
Bacteria,45338,-0.8329261935931968,-0.5533840944826193,422
Bacteria,45338,-0.8298704696478352,-0.5579560946942703,422
Bacteria,45338,-0.8267896498926981,-0.5625112219594465,422
Bacteria,45338,-0.8236838274937309,-0.5670493385282075,422
Bacteria,45338,-0.8205530963729739,-0.5715703071650284,422
Bacteria,45550,-0.7407340341150959,-0.5189975409509981,41
Bacteria,45550,-0.8205530963729739,-0.5715703071650284,41
Bacteria,45550,-0.8196667167467652,-0.5728407051332668,41
Bacteria,45550,-0.8187783702648278,-0.5741097285244978,41
Bacteria,43365,-0.7351756915365749,-0.6493575813359385,0
Bacteria,43365,-0.7497920493184455,-0.6616735469843462,0
Bacteria,43365,-0.7495357504445973,-0.6619638651810644,0
Bacteria,43365,-0.749279339160048,-0.6622540841005677,0
Bacteria,47693,-0.41831254780953997,-0.8305396709757285,155
Bacteria,47693,-0.4533784948970685,-0.8913180915727386,155
Bacteria,47693,-0.45130621788176073,-0.8923691487838767,155
Bacteria,47693,-0.44923150424013286,-0.8934153880464268,155
Bacteria,48656,-0.2592880596865022,-0.8265258440469905,10
Bacteria,48656,-0.3158741894264542,-0.9488010837125875,10
Bacteria,48656,-0.30998917215519306,-0.9507400870619362,10
Bacteria,48656,-0.30409225341934204,-0.9526425884928443,10
Bacteria,48656,-0.2981836596202608,-0.954508514962265,10
Bacteria,50148,-0.08761909913804176,-0.9769705519261974,0
Bacteria,50148,-0.08982738463186167,-0.9959573489714304,0
Bacteria,50148,-0.08944167901043616,-0.9959920612413505,0
Bacteria,50148,-0.08905595997510504,-0.9960266241385882,0
Bacteria,50698,0.0031662684363980387,-0.8726057205508423,0
Bacteria,50698,-0.004905330284679133,-0.9999879687950242,0
Bacteria,50698,-2.581763135099067e-5,-0.9999999996667249,0
Bacteria,50698,0.004853695636690381,-0.9999882207499579,0
Bacteria,52066,0.1969292748792115,-0.9283881122070015,0
Bacteria,52066,0.20553051848126766,-0.9786507068269155,0
Bacteria,52066,0.2068189285469529,-0.9783792366943865,0
Bacteria,52066,0.20810698005137931,-0.9781060703491696,0
Bacteria,52417,0.2572118143758354,-0.9597623657132269,0
Bacteria,52417,0.25871097917645697,-0.9659547759877576,0
Bacteria,52417,0.25886060805773176,-0.965914688570363,0
Bacteria,52417,0.2590102307274392,-0.9658745779750696,0
Bacteria,55860,0.6792396095720717,-0.662811571247901,59
Bacteria,55860,0.7136663262297066,-0.7004858134222234,59
Bacteria,55860,0.7152379095936229,-0.6988810576057592,59
Bacteria,55860,0.7168058844996757,-0.6972727758536379,59
Bacteria,56661,0.7783699496053806,-0.6073094704790329,7
Bacteria,56661,0.7882466470015572,-0.6153594262630601,7
Bacteria,56661,0.788389609826686,-0.6151762537007793,7
Bacteria,56661,0.7885325300862208,-0.6149930479247901,7
Bacteria,56669,0.7864354197617063,-0.607306386133217,1
Bacteria,56669,0.7913819846358024,-0.6113219727720397,1
Bacteria,56669,0.7914766724524875,-0.6111993757879156,1
Bacteria,56669,0.7915713412770542,-0.6110767641375716,1
Bacteria,35600,-0.7112378107823132,0.6938605714461239,1
Bacteria,35600,-0.7156888469180931,0.6984192683460633,1
Bacteria,35600,-0.7157970275180973,0.6983083956220606,1
Bacteria,35600,-0.7159051909419766,0.6981975061415875,1
Bacteria,36709,-0.7088012483092248,0.4639357652452958,0
Bacteria,36709,-0.8245466239553138,0.5657940128031529,0
Bacteria,36709,-0.8273237122845865,0.5617254445827168,0
