domain,node,x,y,n_genomes
Bacteria,38862,-0.9744877629558371,0.22444063769586914,873
Bacteria,40119,-0.9090317673511155,0.05717462673359534,14
Bacteria,40119,-0.9974586404807123,0.07124788088335747,14
Bacteria,40119,-0.997855685621967,0.06545250699487508,14
Bacteria,40119,-0.9982190591176218,0.059654924476777296,14
Bacteria,40942,-0.8507276012022382,-0.0687767029491851,35
Bacteria,40942,-0.9984136557799391,-0.056304280051673955,35
Bacteria,40942,-0.9980879776770496,-0.061809293933334154,35
Bacteria,40942,-0.9977319464770736,-0.06731242811747157,35
Bacteria,40942,-0.997345573007363,-0.07281351524692851,35
Bacteria,40942,-0.9969288690180155,-0.07831238802680257,35
Bacteria,40942,-0.9964818471815179,-0.08380887922953068,35
Bacteria,46291,-0.574970605162751,-0.714604764589978,107
